Date,Close,High,Low,Open,Volume,Symbol
,,,,,,
23-11-2020,3577.590088,3589.810059,3552.77002,3566.820068,5057550000,^GSPC
24-11-2020,3635.409912,3642.310059,3594.52002,3594.52002,6280290000,^GSPC
25-11-2020,3629.649902,3635.5,3617.76001,3635.5,4910440000,^GSPC
27-11-2020,3638.350098,3644.310059,3629.330078,3638.550049,2778390000,^GSPC
30-11-2020,3621.629883,3634.179932,3594.389893,3634.179932,6308410000,^GSPC
01-12-2020,3662.449951,3678.449951,3645.870117,3645.870117,5418480000,^GSPC
02-12-2020,3669.01001,3670.959961,3644.840088,3653.780029,5041250000,^GSPC
03-12-2020,3666.719971,3682.72998,3657.169922,3668.280029,5065340000,^GSPC
04-12-2020,3699.120117,3699.199951,3670.939941,3670.939941,5099620000,^GSPC
07-12-2020,3691.959961,3697.409912,3678.879883,3694.72998,4804500000,^GSPC
08-12-2020,3702.25,3708.449951,3678.830078,3683.050049,4584390000,^GSPC
09-12-2020,3672.820068,3712.389893,3660.540039,3705.97998,5232800000,^GSPC
10-12-2020,3668.100098,3678.48999,3645.179932,3659.129883,4658480000,^GSPC
11-12-2020,3663.459961,3665.909912,3633.399902,3656.080078,4375470000,^GSPC
14-12-2020,3647.48999,3697.610107,3645.840088,3675.27002,4623850000,^GSPC
15-12-2020,3694.620117,3695.290039,3659.620117,3666.409912,4387080000,^GSPC
16-12-2020,3701.169922,3711.27002,3688.570068,3696.25,4067040000,^GSPC
17-12-2020,3722.47998,3725.120117,3710.870117,3713.649902,4192810000,^GSPC
18-12-2020,3709.409912,3726.699951,3685.840088,3722.389893,7097100000,^GSPC
21-12-2020,3694.919922,3702.899902,3636.47998,3684.280029,4748580000,^GSPC
22-12-2020,3687.26001,3698.26001,3676.159912,3698.080078,4053310000,^GSPC
23-12-2020,3690.01001,3711.23999,3689.280029,3693.419922,3779160000,^GSPC
24-12-2020,3703.060059,3703.820068,3689.320068,3694.030029,1883780000,^GSPC
28-12-2020,3735.360107,3740.51001,3723.030029,3723.030029,3535460000,^GSPC
29-12-2020,3727.040039,3756.120117,3723.310059,3750.01001,3393290000,^GSPC
30-12-2020,3732.040039,3744.629883,3730.209961,3736.189941,3154850000,^GSPC
31-12-2020,3756.070068,3760.199951,3726.879883,3733.27002,3179040000,^GSPC
04-01-2021,3700.649902,3769.98999,3662.709961,3764.610107,5015000000,^GSPC
05-01-2021,3726.860107,3737.830078,3695.070068,3698.02002,4591020000,^GSPC
06-01-2021,3748.139893,3783.040039,3705.340088,3712.199951,6064110000,^GSPC
07-01-2021,3803.790039,3811.550049,3764.709961,3764.709961,5099160000,^GSPC
08-01-2021,3824.679932,3826.689941,3783.600098,3815.050049,4773040000,^GSPC
11-01-2021,3799.610107,3817.860107,3789.02002,3803.139893,4465430000,^GSPC
12-01-2021,3801.189941,3810.780029,3776.51001,3801.620117,4994950000,^GSPC
13-01-2021,3809.840088,3820.959961,3791.5,3802.22998,4602510000,^GSPC
14-01-2021,3795.540039,3823.600098,3792.860107,3814.97998,5198480000,^GSPC
15-01-2021,3768.25,3788.72998,3749.620117,3788.72998,5369820000,^GSPC
19-01-2021,3798.909912,3804.530029,3780.370117,3781.879883,5014440000,^GSPC
20-01-2021,3851.850098,3859.75,3816.219971,3816.219971,4566190000,^GSPC
21-01-2021,3853.070068,3861.449951,3845.050049,3857.459961,4501760000,^GSPC
22-01-2021,3841.469971,3852.310059,3830.409912,3844.23999,5110890000,^GSPC
25-01-2021,3855.360107,3859.22998,3797.159912,3851.679932,7000840000,^GSPC
26-01-2021,3849.620117,3870.899902,3847.780029,3862.959961,6137500000,^GSPC
27-01-2021,3750.77002,3836.830078,3732.47998,3836.830078,9976520000,^GSPC
28-01-2021,3787.379883,3830.5,3755.75,3755.75,6992770000,^GSPC
29-01-2021,3714.23999,3778.050049,3694.120117,3778.050049,6643370000,^GSPC
01-02-2021,3773.860107,3784.320068,3725.620117,3731.169922,5436230000,^GSPC
02-02-2021,3826.310059,3843.090088,3791.840088,3791.840088,5514090000,^GSPC
03-02-2021,3830.169922,3847.51001,3816.679932,3840.27002,4864870000,^GSPC
04-02-2021,3871.73999,3872.419922,3836.659912,3836.659912,4879240000,^GSPC
05-02-2021,3886.830078,3894.560059,3874.929932,3878.300049,4879470000,^GSPC
08-02-2021,3915.590088,3915.77002,3892.590088,3892.590088,4648360000,^GSPC
09-02-2021,3911.22998,3918.350098,3902.639893,3910.48999,4568320000,^GSPC
10-02-2021,3909.879883,3931.5,3884.939941,3920.780029,4837070000,^GSPC
11-02-2021,3916.379883,3925.98999,3890.389893,3916.399902,4590960000,^GSPC
12-02-2021,3934.830078,3937.22998,3905.780029,3911.649902,4135060000,^GSPC
16-02-2021,3932.590088,3950.429932,3923.850098,3939.610107,5058990000,^GSPC
17-02-2021,3931.330078,3933.610107,3900.429932,3918.5,4730650000,^GSPC
18-02-2021,3913.969971,3921.97998,3885.030029,3915.860107,4793650000,^GSPC
19-02-2021,3906.709961,3930.409912,3903.070068,3921.159912,4845320000,^GSPC
22-02-2021,3876.5,3902.919922,3874.709961,3885.550049,5917100000,^GSPC
23-02-2021,3881.370117,3895.97998,3805.590088,3857.070068,6296610000,^GSPC
24-02-2021,3925.429932,3928.649902,3859.600098,3873.709961,6012790000,^GSPC
25-02-2021,3829.340088,3925.02002,3814.040039,3915.800049,6547470000,^GSPC
26-02-2021,3811.149902,3861.080078,3789.540039,3839.659912,6526070000,^GSPC
01-03-2021,3901.820068,3914.5,3842.51001,3842.51001,5114820000,^GSPC
02-03-2021,3870.290039,3906.409912,3868.570068,3903.639893,5536010000,^GSPC
03-03-2021,3819.719971,3874.469971,3818.860107,3863.98999,6173660000,^GSPC
04-03-2021,3768.469971,3843.669922,3723.340088,3818.530029,7195400000,^GSPC
05-03-2021,3841.939941,3851.689941,3730.189941,3793.580078,6851070000,^GSPC
08-03-2021,3821.350098,3881.060059,3819.25,3844.389893,5871710000,^GSPC
09-03-2021,3875.439941,3903.76001,3851.929932,3851.929932,5513560000,^GSPC
10-03-2021,3898.810059,3917.350098,3885.72998,3891.98999,5847380000,^GSPC
11-03-2021,3939.340088,3960.27002,3915.540039,3915.540039,5312880000,^GSPC
12-03-2021,3943.340088,3944.98999,3915.209961,3924.52002,4476280000,^GSPC
15-03-2021,3968.939941,3970.080078,3923.540039,3942.959961,4900100000,^GSPC
16-03-2021,3962.709961,3981.040039,3953.439941,3973.590088,4613080000,^GSPC
17-03-2021,3974.120117,3983.870117,3935.73999,3949.570068,4561660000,^GSPC
18-03-2021,3915.459961,3969.620117,3910.860107,3953.5,5118590000,^GSPC
19-03-2021,3913.100098,3930.120117,3886.75,3913.139893,7757420000,^GSPC
22-03-2021,3940.590088,3955.310059,3914.159912,3916.47998,4316260000,^GSPC
23-03-2021,3910.52002,3949.129883,3901.570068,3937.600098,4669010000,^GSPC
24-03-2021,3889.139893,3942.080078,3889.070068,3919.929932,4783020000,^GSPC
25-03-2021,3909.52002,3919.540039,3853.5,3879.340088,4948340000,^GSPC
26-03-2021,3974.540039,3978.189941,3917.120117,3917.120117,5483160000,^GSPC
29-03-2021,3971.090088,3981.830078,3943.25,3969.310059,4628180000,^GSPC
30-03-2021,3958.550049,3968.01001,3944.350098,3963.340088,4121510000,^GSPC
31-03-2021,3972.889893,3994.409912,3966.97998,3967.25,4578050000,^GSPC
01-04-2021,4019.870117,4020.629883,3992.780029,3992.780029,4162130000,^GSPC
05-04-2021,4077.909912,4083.419922,4034.439941,4034.439941,4005030000,^GSPC
06-04-2021,4073.939941,4086.22998,4068.139893,4075.570068,4081270000,^GSPC
07-04-2021,4079.949951,4083.129883,4068.310059,4074.290039,4120810000,^GSPC
08-04-2021,4097.169922,4098.189941,4082.540039,4089.949951,3907100000,^GSPC
09-04-2021,4128.799805,4129.47998,4095.51001,4096.109863,3640390000,^GSPC
12-04-2021,4127.990234,4131.759766,4114.819824,4124.709961,3588900000,^GSPC
13-04-2021,4141.589844,4148,4124.430176,4130.100098,3734720000,^GSPC
14-04-2021,4124.660156,4151.689941,4120.870117,4141.580078,3985350000,^GSPC
15-04-2021,4170.419922,4173.490234,4139.759766,4139.759766,4033420000,^GSPC
16-04-2021,4185.470215,4191.310059,4170.75,4174.140137,4163820000,^GSPC
19-04-2021,4163.259766,4180.810059,4150.470215,4179.799805,3810290000,^GSPC
20-04-2021,4134.939941,4159.180176,4118.379883,4159.180176,4342650000,^GSPC
21-04-2021,4173.419922,4175.02002,4126.350098,4128.419922,3887250000,^GSPC
22-04-2021,4134.97998,4179.569824,4123.689941,4170.459961,4245140000,^GSPC
23-04-2021,4180.169922,4194.169922,4138.779785,4138.779785,3569880000,^GSPC
26-04-2021,4187.620117,4194.189941,4182.359863,4185.029785,3748320000,^GSPC
27-04-2021,4186.720215,4193.350098,4176.220215,4188.25,3710700000,^GSPC
28-04-2021,4183.180176,4201.529785,4181.779785,4185.140137,3787360000,^GSPC
29-04-2021,4211.470215,4218.779785,4176.810059,4206.140137,4298680000,^GSPC
30-04-2021,4181.169922,4198.100098,4174.850098,4198.100098,4300880000,^GSPC
03-05-2021,4192.660156,4209.390137,4188.029785,4191.97998,4070220000,^GSPC
04-05-2021,4164.660156,4179.040039,4128.589844,4179.040039,4452460000,^GSPC
05-05-2021,4167.589844,4187.720215,4160.939941,4177.060059,4230920000,^GSPC
06-05-2021,4201.620117,4202.700195,4147.330078,4169.140137,4511000000,^GSPC
07-05-2021,4232.600098,4238.040039,4201.640137,4210.339844,4016080000,^GSPC
10-05-2021,4188.430176,4236.390137,4188.129883,4228.290039,4560700000,^GSPC
11-05-2021,4152.100098,4162.040039,4111.529785,4150.339844,4870710000,^GSPC
12-05-2021,4063.040039,4134.72998,4056.879883,4130.549805,4733070000,^GSPC
13-05-2021,4112.5,4131.580078,4074.98999,4074.98999,4779540000,^GSPC
14-05-2021,4173.850098,4183.129883,4129.580078,4129.580078,4008880000,^GSPC
17-05-2021,4163.290039,4171.919922,4142.689941,4169.919922,4125050000,^GSPC
18-05-2021,4127.830078,4169.149902,4125.990234,4165.939941,4398150000,^GSPC
19-05-2021,4115.680176,4116.930176,4061.409912,4098.450195,4247450000,^GSPC
20-05-2021,4159.120117,4172.799805,4121.970215,4121.970215,3978880000,^GSPC
21-05-2021,4155.859863,4188.720215,4151.720215,4168.609863,3995250000,^GSPC
24-05-2021,4197.049805,4209.52002,4170.160156,4170.160156,3684800000,^GSPC
25-05-2021,4188.129883,4213.419922,4182.52002,4205.939941,4182250000,^GSPC
26-05-2021,4195.990234,4202.609863,4184.109863,4191.589844,4420890000,^GSPC
27-05-2021,4200.879883,4213.379883,4197.779785,4201.939941,6406310000,^GSPC
28-05-2021,4204.109863,4218.359863,4203.569824,4210.77002,4649250000,^GSPC
01-06-2021,4202.040039,4234.120117,4197.589844,4216.52002,5074670000,^GSPC
02-06-2021,4208.120117,4217.370117,4198.27002,4206.819824,5833670000,^GSPC
03-06-2021,4192.850098,4204.390137,4167.930176,4191.430176,5587970000,^GSPC
04-06-2021,4229.890137,4233.450195,4206.049805,4206.049805,4139790000,^GSPC
07-06-2021,4226.52002,4232.339844,4215.660156,4229.339844,4476920000,^GSPC
08-06-2021,4227.259766,4236.740234,4208.410156,4233.810059,4659620000,^GSPC
09-06-2021,4219.549805,4237.089844,4218.740234,4232.990234,4713260000,^GSPC
10-06-2021,4239.180176,4249.740234,4220.339844,4228.560059,4408210000,^GSPC
11-06-2021,4247.439941,4248.379883,4232.25,4242.899902,3815010000,^GSPC
14-06-2021,4255.149902,4255.589844,4234.069824,4248.310059,4151200000,^GSPC
15-06-2021,4246.589844,4257.160156,4238.350098,4255.279785,4048940000,^GSPC
16-06-2021,4223.700195,4251.890137,4202.450195,4248.870117,4538350000,^GSPC
17-06-2021,4221.859863,4232.290039,4196.049805,4220.370117,5312680000,^GSPC
18-06-2021,4166.450195,4204.779785,4164.399902,4204.779785,6817010000,^GSPC
21-06-2021,4224.790039,4226.240234,4173.399902,4173.399902,4128950000,^GSPC
22-06-2021,4246.439941,4255.839844,4217.27002,4224.609863,3828390000,^GSPC
23-06-2021,4241.839844,4256.600098,4241.430176,4249.27002,3730350000,^GSPC
24-06-2021,4266.490234,4271.279785,4256.970215,4256.970215,3816660000,^GSPC
