Date,Close,High,Low,Open,Volume,Symbol
25-06-2021,4280.700195,4286.120117,4271.160156,4274.450195,7341450000,^GSPC
28-06-2021,4290.609863,4292.140137,4274.669922,4284.899902,4147890000,^GSPC
29-06-2021,4291.799805,4300.52002,4287.040039,4293.209961,3707150000,^GSPC
30-06-2021,4297.5,4302.430176,4287.959961,4290.649902,4266040000,^GSPC
01-07-2021,4319.939941,4320.660156,4300.72998,4300.72998,3788230000,^GSPC
02-07-2021,4352.339844,4355.430176,4326.600098,4326.600098,3225840000,^GSPC
06-07-2021,4343.540039,4356.459961,4314.370117,4356.459961,4309570000,^GSPC
07-07-2021,4358.129883,4361.879883,4329.790039,4351.009766,4037380000,^GSPC
08-07-2021,4320.819824,4330.879883,4289.370117,4321.069824,4347500000,^GSPC
09-07-2021,4369.549805,4371.600098,4329.379883,4329.379883,3531120000,^GSPC
12-07-2021,4384.629883,4386.680176,4364.029785,4372.410156,3384460000,^GSPC
13-07-2021,4369.209961,4392.370117,4366.919922,4381.069824,3695430000,^GSPC
14-07-2021,4374.299805,4393.680176,4362.359863,4380.109863,4006370000,^GSPC
15-07-2021,4360.029785,4369.02002,4340.700195,4369.02002,3905230000,^GSPC
16-07-2021,4327.160156,4375.089844,4322.529785,4367.430176,3985700000,^GSPC
19-07-2021,4258.490234,4296.399902,4233.129883,4296.399902,5157660000,^GSPC
20-07-2021,4323.060059,4336.839844,4262.049805,4265.109863,4438270000,^GSPC
21-07-2021,4358.689941,4359.700195,4331.129883,4331.129883,3810280000,^GSPC
22-07-2021,4367.47998,4369.870117,4350.060059,4361.27002,3358300000,^GSPC
23-07-2021,4411.790039,4415.180176,4381.200195,4381.200195,4540070000,^GSPC
26-07-2021,4422.299805,4422.72998,4405.450195,4409.580078,4275630000,^GSPC
27-07-2021,4401.459961,4416.379883,4372.509766,4416.379883,4241950000,^GSPC
28-07-2021,4400.640137,4415.470215,4387.009766,4402.950195,4215290000,^GSPC
29-07-2021,4419.149902,4429.970215,4403.589844,4403.589844,4044600000,^GSPC
30-07-2021,4395.259766,4412.25,4389.649902,4395.120117,3956740000,^GSPC
02-08-2021,4387.160156,4422.180176,4384.810059,4406.859863,3724090000,^GSPC
03-08-2021,4423.149902,4423.790039,4373,4392.740234,3965190000,^GSPC
04-08-2021,4402.660156,4416.169922,4400.22998,4415.950195,4260760000,^GSPC
05-08-2021,4429.100098,4429.759766,4408.859863,4408.859863,3769410000,^GSPC
06-08-2021,4436.52002,4440.819824,4429.069824,4429.069824,3451870000,^GSPC
09-08-2021,4432.350098,4439.390137,4424.740234,4437.77002,3449280000,^GSPC
10-08-2021,4436.75,4445.209961,4430.029785,4435.790039,3886610000,^GSPC
11-08-2021,4442.410156,4449.439941,4436.419922,4442.180176,3532560000,^GSPC
12-08-2021,4460.830078,4461.77002,4435.959961,4446.080078,3375310000,^GSPC
13-08-2021,4468,4468.370117,4460.819824,4464.839844,3016470000,^GSPC
16-08-2021,4479.709961,4480.259766,4437.660156,4461.649902,3370640000,^GSPC
17-08-2021,4448.080078,4462.120117,4417.830078,4462.120117,3836960000,^GSPC
18-08-2021,4400.27002,4454.319824,4397.589844,4440.939941,3755590000,^GSPC
19-08-2021,4405.799805,4418.609863,4367.72998,4382.439941,4398410000,^GSPC
20-08-2021,4441.669922,4444.350098,4406.799805,4410.560059,3652610000,^GSPC
23-08-2021,4479.529785,4489.879883,4450.290039,4450.290039,3576530000,^GSPC
24-08-2021,4486.22998,4492.810059,4482.279785,4484.399902,3979220000,^GSPC
25-08-2021,4496.189941,4501.709961,4485.660156,4490.450195,3444700000,^GSPC
26-08-2021,4470,4495.899902,4468.990234,4493.75,3263980000,^GSPC
27-08-2021,4509.370117,4513.330078,4474.100098,4474.100098,3331200000,^GSPC
30-08-2021,4528.790039,4537.359863,4513.759766,4513.759766,3168660000,^GSPC
31-08-2021,4522.680176,4531.390137,4515.799805,4529.75,4290710000,^GSPC
01-09-2021,4524.089844,4537.109863,4522.02002,4528.799805,4057340000,^GSPC
02-09-2021,4536.950195,4545.850098,4524.660156,4534.47998,3735990000,^GSPC
03-09-2021,4535.430176,4541.450195,4521.299805,4532.419922,3217530000,^GSPC
07-09-2021,4520.029785,4535.379883,4513,4535.379883,3822960000,^GSPC
08-09-2021,4514.069824,4521.790039,4493.950195,4518.089844,3750880000,^GSPC
09-09-2021,4493.279785,4529.899902,4492.069824,4513.02002,3735390000,^GSPC
10-09-2021,4458.580078,4520.470215,4457.660156,4506.919922,3623180000,^GSPC
13-09-2021,4468.72998,4492.990234,4445.700195,4474.810059,3914220000,^GSPC
14-09-2021,4443.049805,4485.680176,4435.459961,4479.330078,3670460000,^GSPC
15-09-2021,4480.700195,4486.870117,4438.370117,4447.490234,4032020000,^GSPC
16-09-2021,4473.75,4485.870117,4443.799805,4477.089844,3984560000,^GSPC
17-09-2021,4432.990234,4471.52002,4427.759766,4469.740234,7289530000,^GSPC
20-09-2021,4357.72998,4402.950195,4305.910156,4402.950195,4898070000,^GSPC
21-09-2021,4354.189941,4394.870117,4347.959961,4374.450195,3920920000,^GSPC
22-09-2021,4395.640137,4416.75,4367.430176,4367.430176,3939170000,^GSPC
23-09-2021,4448.97998,4465.399902,4406.75,4406.75,3916350000,^GSPC
24-09-2021,4455.47998,4463.120117,4430.27002,4438.040039,3384290000,^GSPC
27-09-2021,4443.109863,4457.299805,4436.189941,4442.120117,4058650000,^GSPC
28-09-2021,4352.629883,4419.540039,4346.330078,4419.540039,4416550000,^GSPC
29-09-2021,4359.459961,4385.569824,4355.080078,4362.410156,3712660000,^GSPC
30-09-2021,4307.540039,4382.549805,4306.240234,4370.669922,4448140000,^GSPC
01-10-2021,4357.040039,4375.189941,4288.52002,4317.160156,4010370000,^GSPC
04-10-2021,4300.459961,4355.509766,4278.939941,4348.839844,4307870000,^GSPC
05-10-2021,4345.720215,4369.22998,4309.870117,4309.870117,3902890000,^GSPC
06-10-2021,4363.549805,4365.569824,4290.490234,4319.569824,4009630000,^GSPC
07-10-2021,4399.759766,4429.970215,4383.72998,4383.72998,3843740000,^GSPC
08-10-2021,4391.339844,4412.02002,4386.220215,4406.509766,3280160000,^GSPC
11-10-2021,4361.189941,4415.879883,4360.589844,4385.439941,3281970000,^GSPC
12-10-2021,4350.649902,4374.890137,4342.089844,4368.310059,3558450000,^GSPC
13-10-2021,4363.799805,4372.870117,4329.919922,4358.009766,3620070000,^GSPC
14-10-2021,4438.259766,4439.72998,4386.75,4386.75,3598280000,^GSPC
15-10-2021,4471.370117,4475.819824,4447.689941,4447.689941,3819380000,^GSPC
18-10-2021,4486.459961,4488.75,4447.470215,4463.720215,3662010000,^GSPC
19-10-2021,4519.629883,4520.399902,4496.410156,4497.339844,3459130000,^GSPC
20-10-2021,4536.189941,4540.870117,4524.399902,4524.419922,3670760000,^GSPC
21-10-2021,4549.779785,4551.439941,4526.890137,4532.240234,3822330000,^GSPC
22-10-2021,4544.899902,4559.669922,4524,4546.120117,3758220000,^GSPC
25-10-2021,4566.47998,4572.620117,4537.359863,4553.689941,3899400000,^GSPC
26-10-2021,4574.790039,4598.529785,4569.169922,4578.689941,3879740000,^GSPC
27-10-2021,4551.680176,4584.569824,4551.660156,4580.220215,4226050000,^GSPC
28-10-2021,4596.419922,4597.549805,4562.839844,4562.839844,4132950000,^GSPC
29-10-2021,4605.379883,4608.080078,4567.589844,4572.870117,4510200000,^GSPC
01-11-2021,4613.669922,4620.339844,4595.060059,4610.620117,3971540000,^GSPC
02-11-2021,4630.649902,4635.149902,4613.339844,4613.339844,3975250000,^GSPC
03-11-2021,4660.569824,4663.459961,4621.189941,4630.649902,4319660000,^GSPC
04-11-2021,4680.060059,4683,4662.589844,4662.930176,4462300000,^GSPC
05-11-2021,4697.529785,4718.5,4681.319824,4699.259766,4467180000,^GSPC
08-11-2021,4701.700195,4714.919922,4694.390137,4701.47998,4269710000,^GSPC
09-11-2021,4685.25,4708.529785,4670.870117,4707.25,4117080000,^GSPC
10-11-2021,4646.709961,4684.850098,4630.859863,4670.259766,4503720000,^GSPC
11-11-2021,4649.27002,4664.549805,4648.310059,4659.390137,3926870000,^GSPC
12-11-2021,4682.850098,4688.470215,4650.77002,4655.240234,3728600000,^GSPC
15-11-2021,4682.799805,4697.419922,4672.859863,4689.299805,3488410000,^GSPC
16-11-2021,4700.899902,4714.950195,4679.419922,4679.419922,3972640000,^GSPC
17-11-2021,4688.669922,4701.5,4684.410156,4701.5,3969070000,^GSPC
18-11-2021,4704.540039,4708.799805,4672.779785,4700.720215,4226410000,^GSPC
19-11-2021,4697.959961,4717.75,4694.220215,4708.439941,4253180000,^GSPC
22-11-2021,4682.939941,4743.830078,4682.169922,4712,4441100000,^GSPC
23-11-2021,4690.700195,4699.390137,4652.660156,4678.47998,4277590000,^GSPC
24-11-2021,4701.459961,4702.870117,4659.890137,4675.779785,3418430000,^GSPC
26-11-2021,4594.620117,4664.629883,4585.430176,4664.629883,3517700000,^GSPC
29-11-2021,4655.27002,4672.950195,4625.259766,4628.75,4336410000,^GSPC
30-11-2021,4567,4646.02002,4560,4640.25,6625990000,^GSPC
01-12-2021,4513.040039,4652.939941,4510.27002,4602.819824,5366730000,^GSPC
02-12-2021,4577.100098,4595.459961,4504.72998,4504.72998,5077180000,^GSPC
03-12-2021,4538.430176,4608.029785,4495.120117,4589.490234,5240070000,^GSPC
06-12-2021,4591.669922,4612.600098,4540.509766,4548.370117,4770800000,^GSPC
07-12-2021,4686.75,4694.040039,4631.970215,4631.970215,4492400000,^GSPC
08-12-2021,4701.209961,4705.060059,4674.52002,4690.859863,4234600000,^GSPC
09-12-2021,4667.450195,4695.259766,4665.97998,4691,3903840000,^GSPC
10-12-2021,4712.02002,4713.569824,4670.240234,4687.640137,3870110000,^GSPC
13-12-2021,4668.970215,4710.299805,4667.600098,4710.299805,4397230000,^GSPC
14-12-2021,4634.089844,4660.470215,4606.52002,4642.990234,4485430000,^GSPC
15-12-2021,4709.850098,4712.600098,4611.220215,4636.459961,4910130000,^GSPC
16-12-2021,4668.669922,4731.990234,4651.890137,4719.129883,4829500000,^GSPC
17-12-2021,4620.640137,4666.700195,4600.220215,4652.5,7987090000,^GSPC
20-12-2021,4568.02002,4587.899902,4531.100098,4587.899902,4635700000,^GSPC
21-12-2021,4649.22998,4651.140137,4583.160156,4594.959961,4072430000,^GSPC
22-12-2021,4696.560059,4697.669922,4645.529785,4650.359863,3319610000,^GSPC
23-12-2021,4725.790039,4740.740234,4703.959961,4703.959961,2913040000,^GSPC
27-12-2021,4791.189941,4791.490234,4733.990234,4733.990234,2770290000,^GSPC
28-12-2021,4786.350098,4807.02002,4780.040039,4795.490234,2707920000,^GSPC
29-12-2021,4793.060059,4804.060059,4778.080078,4788.640137,2963310000,^GSPC
30-12-2021,4778.72998,4808.930176,4775.330078,4794.22998,3124950000,^GSPC
31-12-2021,4766.180176,4786.830078,4765.75,4775.209961,2677820000,^GSPC
03-01-2022,4796.560059,4796.640137,4758.169922,4778.140137,3831020000,^GSPC
04-01-2022,4793.540039,4818.620117,4774.27002,4804.509766,4683170000,^GSPC
05-01-2022,4700.580078,4797.700195,4699.439941,4787.990234,4887960000,^GSPC
06-01-2022,4696.049805,4725.009766,4671.259766,4693.390137,4295280000,^GSPC
07-01-2022,4677.029785,4707.950195,4662.740234,4697.660156,4181510000,^GSPC
10-01-2022,4670.290039,4673.02002,4582.240234,4655.339844,4511810000,^GSPC
11-01-2022,4713.069824,4714.129883,4638.27002,4669.140137,4101590000,^GSPC
12-01-2022,4726.350098,4748.830078,4706.709961,4728.589844,4048220000,^GSPC
13-01-2022,4659.029785,4744.129883,4650.290039,4733.560059,4251730000,^GSPC
14-01-2022,4662.850098,4665.129883,4614.75,4637.990234,4338490000,^GSPC
18-01-2022,4577.109863,4632.240234,4568.700195,4632.240234,4748700000,^GSPC
19-01-2022,4532.759766,4611.549805,4530.200195,4588.029785,4465740000,^GSPC
20-01-2022,4482.72998,4602.109863,4477.950195,4547.350098,4640870000,^GSPC
21-01-2022,4397.939941,4494.52002,4395.339844,4471.379883,5589100000,^GSPC
24-01-2022,4410.129883,4417.350098,4222.620117,4356.319824,6928110000,^GSPC
25-01-2022,4356.450195,4411.009766,4287.109863,4366.640137,5145050000,^GSPC
26-01-2022,4349.930176,4453.22998,4304.799805,4408.430176,5570640000,^GSPC
27-01-2022,4326.509766,4428.740234,4309.5,4380.580078,5214200000,^GSPC
28-01-2022,4431.850098,4432.720215,4292.459961,4336.189941,5031090000,^GSPC
31-01-2022,4515.549805,4516.890137,4414.02002,4431.790039,5098610000,^GSPC
01-02-2022,4546.540039,4550.490234,4483.529785,4519.569824,4816830000,^GSPC
02-02-2022,4589.379883,4595.310059,4544.319824,4566.390137,4481580000,^GSPC
03-02-2022,4477.439941,4542.879883,4470.390137,4535.410156,4401970000,^GSPC
04-02-2022,4500.529785,4539.660156,4451.5,4482.790039,4706290000,^GSPC
07-02-2022,4483.870117,4521.859863,4471.470215,4505.75,4228480000,^GSPC
08-02-2022,4521.540039,4531.319824,4465.399902,4480.02002,4459620000,^GSPC
09-02-2022,4587.180176,4590.029785,4547,4547,4524350000,^GSPC
10-02-2022,4504.080078,4588.919922,4484.310059,4553.240234,5314860000,^GSPC
11-02-2022,4418.640137,4526.330078,4401.410156,4506.27002,5251500000,^GSPC
14-02-2022,4401.669922,4426.220215,4364.839844,4412.609863,4600390000,^GSPC
15-02-2022,4471.069824,4472.77002,4429.279785,4429.279785,4430830000,^GSPC
16-02-2022,4475.009766,4489.549805,4429.680176,4455.75,4283640000,^GSPC
17-02-2022,4380.259766,4456.060059,4373.810059,4456.060059,4539420000,^GSPC
18-02-2022,4348.870117,4394.600098,4327.220215,4384.569824,4708060000,^GSPC
22-02-2022,4304.759766,4362.120117,4267.109863,4332.740234,5121900000,^GSPC
23-02-2022,4225.5,4341.509766,4221.509766,4324.930176,4797430000,^GSPC
24-02-2022,4288.700195,4294.72998,4114.649902,4155.77002,6752130000,^GSPC
25-02-2022,4384.649902,4385.339844,4286.830078,4298.379883,5177060000,^GSPC
28-02-2022,4373.939941,4388.839844,4315.120117,4354.169922,6071370000,^GSPC
01-03-2022,4306.259766,4378.450195,4279.540039,4363.140137,5846230000,^GSPC
02-03-2022,4386.540039,4401.47998,4322.560059,4322.560059,5337870000,^GSPC
03-03-2022,4363.490234,4416.779785,4345.560059,4401.310059,5039890000,^GSPC
04-03-2022,4328.870117,4342.120117,4284.97998,4342.120117,5797380000,^GSPC
07-03-2022,4201.089844,4327.009766,4199.850098,4327.009766,6940470000,^GSPC
08-03-2022,4170.700195,4276.939941,4157.870117,4202.660156,7243120000,^GSPC
09-03-2022,4277.879883,4299.399902,4223.100098,4223.100098,5662670000,^GSPC
10-03-2022,4259.52002,4268.279785,4209.799805,4252.549805,4980830000,^GSPC
11-03-2022,4204.310059,4291.009766,4200.490234,4279.5,4938640000,^GSPC
14-03-2022,4173.109863,4247.569824,4161.720215,4202.75,5574920000,^GSPC
15-03-2022,4262.450195,4271.049805,4187.899902,4188.819824,5392470000,^GSPC
16-03-2022,4357.859863,4358.899902,4251.990234,4288.140137,6309750000,^GSPC
17-03-2022,4411.669922,4412.669922,4335.649902,4345.109863,4985090000,^GSPC
18-03-2022,4463.120117,4465.399902,4390.569824,4407.339844,8278430000,^GSPC
21-03-2022,4461.180176,4481.75,4424.299805,4462.399902,4869820000,^GSPC
22-03-2022,4511.609863,4522,4469.100098,4469.100098,4754840000,^GSPC
